,spring_blue,spring_green,spring_red,spring_nir,spring_swir16,spring_swir22,spring_ndvi,spring_ndbi,spring_ndwi,summer_blue,summer_green,summer_red,summer_nir,summer_swir16,summer_swir22,summer_ndvi,summer_ndbi,summer_ndwi,autumn_blue,autumn_green,autumn_red,autumn_nir,autumn_swir16,autumn_swir22,autumn_ndvi,autumn_ndbi,autumn_ndwi
summer_green,0.8781189263327791,0.8671638801998094,0.8125725871638434,0.32842970435102026,0.4889850226354254,0.5710193210607922,-0.5480697531585579,0.10760827661993597,0.517475042882296,0.9732044829465208,1.0,0.9491195454907083,-0.02156303592522228,0.6939201804763945,0.7709365999362245,-0.7080409901049777,0.5215284912404381,0.6906077792560613,0.8851259758989233,0.8950168483950982,0.8463746990404548,0.026847213338043904,0.5810529350823763,0.6701025073379108,-0.6522742323921391,0.4581968638631381,0.6547914930340799
summer_red,0.82184840193648,0.8031955296683229,0.7809036431970825,0.2615930149066626,0.4418096596182126,0.5689651691236487,-0.5675533416154503,0.13717784339641595,0.5121646985472946,0.9462662383286153,0.9491195454907083,1.0,-0.17213394519687303,0.6991893053271063,0.8244846776348927,-0.8155855874501269,0.6369862273170549,0.7325713030345413,0.8768261966082347,0.8724911313767151,0.8992953290304918,-0.12547018582595432,0.6191409823598866,0.7534522556910312,-0.7650543768694693,0.6002030410867921,0.7217576706201898
summer_nir,-0.031811250611346924,0.08256336471344412,0.06480830183620213,0.5674741892487067,0.4248266326486312,0.16798738949151037,0.335396710617885,-0.27612030689163447,-0.4219373784336622,-0.1538013170689661,-0.02156303592522228,-0.17213394519687303,1.0,0.2533767575085939,-0.1189971125593422,0.5954408623777865,-0.6322098705654722,-0.6095875078526002,-0.13446123962653525,-0.010705145844980895,-0.16105210111257756,0.8815088522868414,0.2105009661447737,-0.08868070085040286,0.5550591789211204,-0.5439984446309336,-0.55966114888867
summer_swir16,0.5600364587124288,0.6155559017693539,0.6126049379496189,0.5416138708670916,0.7730826121539945,0.7286141605360525,-0.31829245454480687,0.15769650383095687,0.1867931392535931,0.5997963601797874,0.6939201804763945,0.6991893053271063,0.2533767575085939,1.0,0.8876295891663755,-0.4475768198991697,0.5361790325222638,0.3427728610711008,0.5434175890402334,0.6257107098074435,0.5952893321319983,0.27735781326582,0.8146655250784615,0.7699705730767543,-0.3866810789849538,0.47978842493665763,0.3272900983035098
summer_swir22,0.6558660925805561,0.6555073749683433,0.6608873962873347,0.2790894645675539,0.5989447908517676,0.7174088297441374,-0.5268325367156775,0.28191000208926875,0.42662515543179924,0.7395373539046114,0.7709365999362245,0.8244846776348927,-0.1189971125593422,0.8876295891663755,1.0,-0.7154929557246427,0.7593562390749965,0.6176671155480675,0.6631560912973119,0.6844975445163859,0.7091377336703656,-0.060879481626822364,0.7128030244546193,0.8412386586546515,-0.6365182074028652,0.6688355132023037,0.5775094274190817
summer_ndvi,-0.6371928114487938,-0.5788003878010456,-0.580854103351338,0.05889684906638417,-0.20794253662648116,-0.43342762497018483,0.7155029234143613,-0.34374577259897965,-0.7169674775930711,-0.752791221601204,-0.7080409901049777,-0.8155855874501269,0.5954408623777865,-0.4475768198991697,-0.7154929557246427,1.0,-0.8806007343468454,-0.9596659490319317,-0.696926113949555,-0.6561053335369017,-0.7430474291100565,0.49208172711411374,-0.4165663664226853,-0.653755681031192,0.9487580429690976,-0.8047190171974585,-0.9339961825312283
summer_ndbi,0.4553482453618262,0.4021901012448373,0.42217035613455167,-0.09761984100427076,0.2722353265673409,0.4588546061999387,-0.6231109515522032,0.4824057485589667,0.5996621741204239,0.5584786136187099,0.5215284912404381,0.6369862273170549,-0.6322098705654722,0.5361790325222638,0.7593562390749965,-0.8806007343468454,1.0,0.8328029800815895,0.5021937056646455,0.4664815280256296,0.5595091979602801,-0.5139405772087703,0.4447728662880207,0.6525560345731577,-0.8079078196702639,0.8830555211323093,0.7817256601447152
summer_ndwi,0.6314464088473529,0.5661081192432184,0.5420028638278002,-0.11301712739345379,0.13581662035963066,0.3550077949614271,-0.7267598431915868,0.3560608418609877,0.7896483978152453,0.7337161171703279,0.6906077792560613,0.7325713030345413,-0.6095875078526002,0.3427728610711008,0.6176671155480675,-0.9596659490319317,0.8328029800815895,1.0,0.6644059002074221,0.6201254789739754,0.662257929673073,-0.49316711874746233,0.29474607140177445,0.5313868503886162,-0.9054265288910371,0.7235782744158581,0.9505517191951935
autumn_blue,0.8275636707342825,0.8005539634333622,0.750607467091797,0.22780143451282928,0.38333405554285266,0.5007911611561767,-0.5256550373082741,0.11085571230125549,0.5081223092265689,0.9031073241527615,0.8851259758989233,0.8768261966082347,-0.13446123962653525,0.5434175890402334,0.6631560912973119,-0.696926113949555,0.5021937056646455,0.6644059002074221,1.0,0.9698170551359165,0.9467192440405019,-0.03670484512790529,0.6094185899689655,0.7198982419398595,-0.6946689742826256,0.49030551909022535,0.6835506050632038
autumn_green,0.8221811696419403,0.8265082007318139,0.7773734443588739,0.3709686519605998,0.4922492992212683,0.5645877753045536,-0.48686712448537645,0.06053069490371178,0.4515143222048634,0.8730050402656767,0.8950168483950982,0.8724911313767151,-0.010705145844980895,0.6257107098074435,0.6844975445163859,-0.6561053335369017,0.4664815280256296,0.6201254789739754,0.9698170551359165,1.0,0.9512278932960992,0.10057517713917426,0.7017474873453365,0.7600423315420664,-0.6590210196002886,0.4571246088785179,0.6532483202196825
autumn_red,0.7666290389375909,0.7592831680190862,0.7424008574549162,0.2774675572708975,0.42541843520684525,0.5454796725038908,-0.5139184317203869,0.09951850167769197,0.45845383180078114,0.844556256176642,0.8463746990404548,0.8992953290304918,-0.16105210111257756,0.5952893321319983,0.7091377336703656,-0.7430474291100565,0.5595091979602801,0.662257929673073,0.9467192440405019,0.9512278932960992,1.0,-0.08357964070952754,0.7212879969893148,0.8293655117126938,-0.7783150453702566,0.6020981824563183,0.7183344438947646
autumn_nir,0.04238731632390268,0.15303025788271887,0.13434324912061504,0.599775832355445,0.4690432214504386,0.2265399979547414,0.2720832178261557,-0.27214250515292165,-0.3574932548259548,-0.09986060265974567,0.026847213338043904,-0.12547018582595432,0.8815088522868414,0.27735781326582,-0.060879481626822364,0.49208172711411374,-0.5139405772087703,-0.49316711874746233,-0.03670484512790529,0.10057517713917426,-0.08357964070952754,1.0,0.26175353360404924,-0.0424335932578585,0.5331951355431404,-0.5862388001697262,-0.521253742205435
autumn_swir16,0.4826155416113067,0.5463917301355358,0.5518257895700789,0.5643222261462328,0.7195337863961423,0.677529154454916,-0.24387911778641588,0.07625354172479623,0.11285408133378623,0.4962206624001616,0.5810529350823763,0.6191409823598866,0.2105009661447737,0.8146655250784615,0.7128030244546193,-0.4165663664226853,0.4447728662880207,0.29474607140177445,0.6094185899689655,0.7017474873453365,0.7212879969893148,0.26175353360404924,1.0,0.9081045281921605,-0.4592328258261049,0.5572993047570994,0.3727666528332782
autumn_swir22,0.5745376452656493,0.5933503117359524,0.6044981496400221,0.3542727090879958,0.5880436140551952,0.6846584316136446,-0.4234042755485012,0.18520911541782195,0.31631899020915644,0.6336303130354216,0.6701025073379108,0.7534522556910312,-0.08868070085040286,0.7699705730767543,0.8412386586546515,-0.653755681031192,0.6525560345731577,0.5313868503886162,0.7198982419398595,0.7600423315420664,0.8293655117126938,-0.0424335932578585,0.9081045281921605,1.0,-0.6882711180917473,0.7400781338814308,0.5990088913669303
autumn_ndvi,-0.5872983006050012,-0.5391386679764821,-0.5439413744178688,0.042788134372236185,-0.1874510263029533,-0.4050222717910932,0.675386407092329,-0.3149126657643679,-0.6780411132713253,-0.6907112904103677,-0.6522742323921391,-0.7650543768694693,0.5550591789211204,-0.3866810789849538,-0.6365182074028652,0.9487580429690976,-0.8079078196702639,-0.9054265288910371,-0.6946689742826256,-0.6590210196002886,-0.7783150453702566,0.5331951355431404,-0.4592328258261049,-0.6882711180917473,1.0,-0.8546421514159676,-0.9669289889860629
autumn_ndbi,0.3788768924112258,0.3382383722966732,0.3644093350542216,-0.05410572763048532,0.26426735228579895,0.43231525734525733,-0.5348531810805468,0.4289062783634148,0.49862658829745715,0.4872819112844845,0.4581968638631381,0.6002030410867921,-0.5439984446309336,0.47978842493665763,0.6688355132023037,-0.8047190171974585,0.8830555211323093,0.7235782744158581,0.49030551909022535,0.4571246088785179,0.6020981824563183,-0.5862388001697262,0.5572993047570994,0.7400781338814308,-0.8546421514159676,1.0,0.7938977386733506
autumn_ndwi,0.5977512665805927,0.5463949653042612,0.5236033484527767,-0.0670366567357252,0.14483019863866017,0.3548489807483458,-0.687328993085533,0.3207467195144685,0.7462175076618602,0.6933510010134636,0.6547914930340799,0.7217576706201898,-0.55966114888867,0.3272900983035098,0.5775094274190817,-0.9339961825312283,0.7817256601447152,0.9505517191951935,0.6835506050632038,0.6532483202196825,0.7183344438947646,-0.521253742205435,0.3727666528332782,0.5990088913669303,-0.9669289889860629,0.7938977386733506,1.0
