class_code,class_name,row,col,x,y,block_id,random_split
10,Tree cover,1584,228,633045.0,5353155.0,B07_01,train
10,Tree cover,2034,1099,641755.0,5348655.0,B10_05,train
10,Tree cover,1199,966,640425.0,5357005.0,B05_04,train
10,Tree cover,1478,357,634335.0,5354215.0,B07_01,train
10,Tree cover,644,597,636735.0,5362555.0,B03_02,train
10,Tree cover,1438,183,632595.0,5354615.0,B07_00,test
10,Tree cover,909,1029,641055.0,5359905.0,B04_05,train
10,Tree cover,1241,292,633685.0,5356585.0,B06_01,train
10,Tree cover,1783,231,633075.0,5351165.0,B08_01,train
10,Tree cover,1716,204,632805.0,5351835.0,B08_01,train
10,Tree cover,920,1083,641595.0,5359795.0,B04_05,test
10,Tree cover,808,1250,643265.0,5360915.0,B04_06,train
10,Tree cover,1005,836,639125.0,5358945.0,B05_04,train
10,Tree cover,1022,1066,641425.0,5358775.0,B05_05,train
10,Tree cover,1673,1232,643085.0,5352265.0,B08_06,test
10,Tree cover,1958,1160,642365.0,5349415.0,B09_05,train
10,Tree cover,1031,720,637965.0,5358685.0,B05_03,train
10,Tree cover,1386,214,632905.0,5355135.0,B06_01,train
10,Tree cover,2052,1065,641415.0,5348475.0,B10_05,train
10,Tree cover,1421,312,633885.0,5354785.0,B07_01,train
10,Tree cover,1472,1206,642825.0,5354275.0,B07_06,train
10,Tree cover,807,893,639695.0,5360925.0,B04_04,test
10,Tree cover,1920,1246,643225.0,5349795.0,B09_06,train
10,Tree cover,1310,1127,642035.0,5355895.0,B06_05,train
10,Tree cover,1191,1363,644395.0,5357085.0,B05_06,train
10,Tree cover,1784,1145,642215.0,5351155.0,B08_05,train
10,Tree cover,1203,1079,641555.0,5356965.0,B06_05,train
10,Tree cover,1454,313,633895.0,5354455.0,B07_01,train
10,Tree cover,1239,1181,642575.0,5356605.0,B06_05,train
10,Tree cover,1013,1271,643475.0,5358865.0,B05_06,train
10,Tree cover,992,1169,642455.0,5359075.0,B04_05,test
10,Tree cover,1201,700,637765.0,5356985.0,B06_03,train
10,Tree cover,1296,840,639165.0,5356035.0,B06_04,test
10,Tree cover,1553,241,633175.0,5353465.0,B07_01,test
10,Tree cover,1770,51,631275.0,5351295.0,B08_00,train
10,Tree cover,1917,1297,643735.0,5349825.0,B09_06,test
10,Tree cover,1679,113,631895.0,5352205.0,B08_00,train
10,Tree cover,760,890,639665.0,5361395.0,B03_04,train
10,Tree cover,1161,831,639075.0,5357385.0,B05_04,train
10,Tree cover,748,983,640595.0,5361515.0,B03_04,train
10,Tree cover,1756,1079,641555.0,5351435.0,B08_05,train
10,Tree cover,1756,1267,643435.0,5351435.0,B08_06,test
10,Tree cover,689,1219,642955.0,5362105.0,B03_06,test
10,Tree cover,1303,1279,643555.0,5355965.0,B06_06,test
10,Tree cover,1030,1240,643165.0,5358695.0,B05_06,train
10,Tree cover,1035,1033,641095.0,5358645.0,B05_05,test
10,Tree cover,1826,1339,644155.0,5350735.0,B09_06,test
10,Tree cover,1478,425,635015.0,5354215.0,B07_02,train
10,Tree cover,917,1117,641935.0,5359825.0,B04_05,train
10,Tree cover,1933,1202,642785.0,5349665.0,B09_06,test
10,Tree cover,2075,1227,643035.0,5348245.0,B10_06,train
10,Tree cover,2080,1220,642965.0,5348195.0,B10_06,train
10,Tree cover,1577,1306,643825.0,5353225.0,B07_06,train
10,Tree cover,1644,191,632675.0,5352555.0,B08_00,test
10,Tree cover,1334,555,636315.0,5355655.0,B06_02,train
10,Tree cover,647,908,639845.0,5362525.0,B03_04,train
10,Tree cover,1716,255,633315.0,5351835.0,B08_01,train
10,Tree cover,823,1274,643505.0,5360765.0,B04_06,train
10,Tree cover,1419,360,634365.0,5354805.0,B07_01,train
10,Tree cover,720,997,640735.0,5361795.0,B03_04,test
10,Tree cover,1174,1082,641585.0,5357255.0,B05_05,train
10,Tree cover,1882,1084,641605.0,5350175.0,B09_05,test
10,Tree cover,1477,323,633995.0,5354225.0,B07_01,test
10,Tree cover,1877,1285,643615.0,5350225.0,B09_06,train
10,Tree cover,1291,270,633465.0,5356085.0,B06_01,test
10,Tree cover,1326,362,634385.0,5355735.0,B06_01,train
10,Tree cover,94,914,639905.0,5368055.0,B00_04,train
10,Tree cover,1213,1226,643025.0,5356865.0,B06_06,train
10,Tree cover,1341,805,638815.0,5355585.0,B06_04,train
10,Tree cover,2026,1213,642895.0,5348735.0,B10_06,test
10,Tree cover,1634,142,632185.0,5352655.0,B08_00,test
10,Tree cover,2076,1226,643025.0,5348235.0,B10_06,train
10,Tree cover,928,1169,642455.0,5359715.0,B04_05,train
10,Tree cover,1986,1223,642995.0,5349135.0,B09_06,train
10,Tree cover,1540,606,636825.0,5353595.0,B07_03,test
10,Tree cover,756,593,636695.0,5361435.0,B03_02,train
10,Tree cover,1109,1160,642365.0,5357905.0,B05_05,test
10,Tree cover,1215,746,638225.0,5356845.0,B06_03,test
10,Tree cover,1776,33,631095.0,5351235.0,B08_00,train
10,Tree cover,1776,1052,641285.0,5351235.0,B08_05,train
10,Tree cover,1442,1124,642005.0,5354575.0,B07_05,test
10,Tree cover,1267,919,639955.0,5356325.0,B06_04,test
10,Tree cover,1459,850,639265.0,5354405.0,B07_04,train
10,Tree cover,188,896,639725.0,5367115.0,B00_04,train
10,Tree cover,1271,262,633385.0,5356285.0,B06_01,train
10,Tree cover,1711,171,632475.0,5351885.0,B08_00,train
10,Tree cover,448,922,639985.0,5364515.0,B02_04,train
10,Tree cover,1638,1343,644195.0,5352615.0,B08_06,test
10,Tree cover,1757,224,633005.0,5351425.0,B08_01,train
10,Tree cover,794,1374,644505.0,5361055.0,B03_06,train
10,Tree cover,329,917,639935.0,5365705.0,B01_04,train
10,Tree cover,1649,1191,642675.0,5352505.0,B08_05,train
10,Tree cover,1393,1128,642045.0,5355065.0,B06_05,train
10,Tree cover,847,827,639035.0,5360525.0,B04_04,train
10,Tree cover,285,905,639815.0,5366145.0,B01_04,train
10,Tree cover,1345,928,640045.0,5355545.0,B06_04,train
10,Tree cover,1824,520,635965.0,5350755.0,B09_02,train
10,Tree cover,1392,649,637255.0,5355075.0,B06_03,train
10,Tree cover,1233,1106,641825.0,5356665.0,B06_05,train
10,Tree cover,1696,304,633805.0,5352035.0,B08_01,train
10,Tree cover,1728,253,633295.0,5351715.0,B08_01,train
10,Tree cover,1392,330,634065.0,5355075.0,B06_01,train
10,Tree cover,1741,1335,644115.0,5351585.0,B08_06,test
10,Tree cover,1802,618,636945.0,5350975.0,B09_03,train
10,Tree cover,1475,325,634015.0,5354245.0,B07_01,train
10,Tree cover,1747,1100,641765.0,5351525.0,B08_05,test
10,Tree cover,1161,1005,640815.0,5357385.0,B05_05,test
10,Tree cover,1303,479,635555.0,5355965.0,B06_02,train
10,Tree cover,852,609,636855.0,5360475.0,B04_03,train
10,Tree cover,1335,385,634615.0,5355645.0,B06_01,train
10,Tree cover,1575,272,633485.0,5353245.0,B07_01,train
10,Tree cover,631,1047,641235.0,5362685.0,B03_05,train
10,Tree cover,1910,1182,642585.0,5349895.0,B09_05,train
10,Tree cover,1653,246,633225.0,5352465.0,B08_01,test
10,Tree cover,995,1314,643905.0,5359045.0,B04_06,train
10,Tree cover,1682,1266,643425.0,5352175.0,B08_06,train
10,Tree cover,1798,257,633335.0,5351015.0,B08_01,test
10,Tree cover,778,627,637035.0,5361215.0,B03_03,test
10,Tree cover,1292,292,633685.0,5356075.0,B06_01,test
10,Tree cover,1492,215,632915.0,5354075.0,B07_01,train
10,Tree cover,1053,1301,643775.0,5358465.0,B05_06,train
10,Tree cover,1148,726,638025.0,5357515.0,B05_03,train
10,Tree cover,1418,1070,641465.0,5354815.0,B07_05,test
10,Tree cover,1354,1136,642125.0,5355455.0,B06_05,test
10,Tree cover,1320,334,634105.0,5355795.0,B06_01,train
10,Tree cover,1050,1119,641955.0,5358495.0,B05_05,train
10,Tree cover,78,884,639605.0,5368215.0,B00_04,train
10,Tree cover,1603,196,632725.0,5352965.0,B08_00,train
10,Tree cover,1109,1354,644305.0,5357905.0,B05_06,train
10,Tree cover,1057,806,638825.0,5358425.0,B05_04,test
10,Tree cover,1284,793,638695.0,5356155.0,B06_03,train
10,Tree cover,1555,285,633615.0,5353445.0,B07_01,test
10,Tree cover,1991,1267,643435.0,5349085.0,B09_06,train
10,Tree cover,1132,862,639385.0,5357675.0,B05_04,train
10,Tree cover,1481,1345,644215.0,5354185.0,B07_06,train
10,Tree cover,1671,688,637645.0,5352285.0,B08_03,train
10,Tree cover,962,1191,642675.0,5359375.0,B04_05,train
10,Tree cover,668,932,640085.0,5362315.0,B03_04,train
10,Tree cover,962,965,640415.0,5359375.0,B04_04,train
10,Tree cover,1834,983,640595.0,5350655.0,B09_04,test
10,Tree cover,1471,1270,643465.0,5354285.0,B07_06,test
10,Tree cover,1300,489,635655.0,5355995.0,B06_02,test
10,Tree cover,1375,1324,644005.0,5355245.0,B06_06,train
10,Tree cover,1647,117,631935.0,5352525.0,B08_00,train
10,Tree cover,1672,279,633555.0,5352275.0,B08_01,train
10,Tree cover,1447,537,636135.0,5354525.0,B07_02,train
10,Tree cover,1826,556,636325.0,5350735.0,B09_02,train
10,Tree cover,1741,132,632085.0,5351585.0,B08_00,train
10,Tree cover,1160,1192,642685.0,5357395.0,B05_05,test
10,Tree cover,1852,1183,642595.0,5350475.0,B09_05,train
10,Tree cover,1470,286,633625.0,5354295.0,B07_01,train
10,Tree cover,502,1215,642915.0,5363975.0,B02_06,test
10,Tree cover,751,941,640175.0,5361485.0,B03_04,test
10,Tree cover,742,897,639735.0,5361575.0,B03_04,train
10,Tree cover,1776,1249,643255.0,5351235.0,B08_06,train
10,Tree cover,1350,1092,641685.0,5355495.0,B06_05,train
10,Tree cover,815,564,636405.0,5360845.0,B04_02,train
10,Tree cover,1178,1307,643835.0,5357215.0,B05_06,test
10,Tree cover,1465,258,633345.0,5354345.0,B07_01,test
10,Tree cover,1568,1305,643815.0,5353315.0,B07_06,train
10,Tree cover,1441,658,637345.0,5354585.0,B07_03,test
10,Tree cover,1583,342,634185.0,5353165.0,B07_01,train
10,Tree cover,1318,278,633545.0,5355815.0,B06_01,train
10,Tree cover,1397,698,637745.0,5355025.0,B06_03,train
10,Tree cover,1643,188,632645.0,5352565.0,B08_00,train
10,Tree cover,1082,827,639035.0,5358175.0,B05_04,test
10,Tree cover,1400,347,634235.0,5354995.0,B07_01,test
10,Tree cover,1081,1153,642295.0,5358185.0,B05_05,train
10,Tree cover,1989,1158,642345.0,5349105.0,B09_05,train
10,Tree cover,1369,436,635125.0,5355305.0,B06_02,test
10,Tree cover,937,626,637025.0,5359625.0,B04_03,train
10,Tree cover,1895,1136,642125.0,5350045.0,B09_05,test
10,Tree cover,1653,82,631585.0,5352465.0,B08_00,train
10,Tree cover,1420,462,635385.0,5354795.0,B07_02,train
10,Tree cover,1800,1289,643655.0,5350995.0,B09_06,train
10,Tree cover,1766,350,634265.0,5351335.0,B08_01,train
10,Tree cover,1672,1191,642675.0,5352275.0,B08_05,test
10,Tree cover,963,922,639985.0,5359365.0,B04_04,train
10,Tree cover,936,1126,642025.0,5359635.0,B04_05,test
10,Tree cover,1204,932,640085.0,5356955.0,B06_04,train
10,Tree cover,2084,1095,641715.0,5348155.0,B10_05,train
10,Tree cover,1287,1153,642295.0,5356125.0,B06_05,train
10,Tree cover,784,563,636395.0,5361155.0,B03_02,train
10,Tree cover,1200,923,639995.0,5356995.0,B06_04,train
10,Tree cover,1467,1207,642835.0,5354325.0,B07_06,train
10,Tree cover,2081,1130,642065.0,5348185.0,B10_05,test
10,Tree cover,1325,364,634405.0,5355745.0,B06_01,train
10,Tree cover,1742,57,631335.0,5351575.0,B08_00,test
10,Tree cover,1560,291,633675.0,5353395.0,B07_01,train
10,Tree cover,1695,31,631075.0,5352045.0,B08_00,test
10,Tree cover,1759,1307,643835.0,5351405.0,B08_06,train
10,Tree cover,1437,129,632055.0,5354625.0,B07_00,test
10,Tree cover,1389,1046,641225.0,5355105.0,B06_05,train
10,Tree cover,918,972,640485.0,5359815.0,B04_04,test
10,Tree cover,1153,922,639985.0,5357465.0,B05_04,train
10,Tree cover,1569,585,636615.0,5353305.0,B07_02,train
10,Tree cover,2020,1107,641835.0,5348795.0,B10_05,test
10,Tree cover,297,904,639805.0,5366025.0,B01_04,test
10,Tree cover,623,617,636935.0,5362765.0,B03_03,train
10,Tree cover,1679,1319,643955.0,5352205.0,B08_06,train
10,Tree cover,1770,1177,642535.0,5351295.0,B08_05,test
10,Tree cover,634,590,636665.0,5362655.0,B03_02,test
10,Tree cover,1420,155,632315.0,5354795.0,B07_00,train
10,Tree cover,1648,1221,642975.0,5352515.0,B08_06,train
10,Tree cover,1729,303,633795.0,5351705.0,B08_01,train
10,Tree cover,1282,326,634025.0,5356175.0,B06_01,train
10,Tree cover,1321,358,634345.0,5355785.0,B06_01,train
10,Tree cover,1295,1172,642485.0,5356045.0,B06_05,train
10,Tree cover,1698,1327,644035.0,5352015.0,B08_06,train
10,Tree cover,1776,1327,644035.0,5351235.0,B08_06,train
10,Tree cover,521,1145,642215.0,5363785.0,B02_05,test
10,Tree cover,1659,1297,643735.0,5352405.0,B08_06,train
10,Tree cover,1925,1292,643685.0,5349745.0,B09_06,train
10,Tree cover,1347,299,633755.0,5355525.0,B06_01,train
10,Tree cover,1763,147,632235.0,5351365.0,B08_00,train
10,Tree cover,1316,1173,642495.0,5355835.0,B06_05,train
10,Tree cover,1482,668,637445.0,5354175.0,B07_03,train
10,Tree cover,2046,1133,642095.0,5348535.0,B10_05,test
10,Tree cover,1329,1400,644765.0,5355705.0,B06_07,test
10,Tree cover,339,917,639935.0,5365605.0,B01_04,train
10,Tree cover,2089,1269,643455.0,5348105.0,B10_06,train
10,Tree cover,1353,699,637755.0,5355465.0,B06_03,train
10,Tree cover,980,825,639015.0,5359195.0,B04_04,test
10,Tree cover,692,948,640245.0,5362075.0,B03_04,train
10,Tree cover,877,1312,643885.0,5360225.0,B04_06,train
10,Tree cover,1595,260,633365.0,5353045.0,B07_01,train
10,Tree cover,1800,1047,641235.0,5350995.0,B09_05,test
10,Tree cover,1392,653,637295.0,5355075.0,B06_03,test
10,Tree cover,1793,1274,643505.0,5351065.0,B08_06,train
10,Tree cover,689,642,637185.0,5362105.0,B03_03,train
10,Tree cover,1655,49,631255.0,5352445.0,B08_00,train
10,Tree cover,817,1307,643835.0,5360825.0,B04_06,train
10,Tree cover,1911,1331,644075.0,5349885.0,B09_06,test
10,Tree cover,1416,1089,641655.0,5354835.0,B07_05,test
10,Tree cover,1501,349,634255.0,5353985.0,B07_01,train
10,Tree cover,32,921,639975.0,5368675.0,B00_04,train
10,Tree cover,43,897,639735.0,5368565.0,B00_04,test
10,Tree cover,990,882,639585.0,5359095.0,B04_04,train
10,Tree cover,681,711,637875.0,5362185.0,B03_03,train
10,Tree cover,756,576,636525.0,5361435.0,B03_02,train
10,Tree cover,719,1329,644055.0,5361805.0,B03_06,train
10,Tree cover,1197,1346,644225.0,5357025.0,B05_06,train
10,Tree cover,1788,296,633725.0,5351115.0,B08_01,train
10,Tree cover,632,597,636735.0,5362675.0,B03_02,test
10,Tree cover,1553,745,638215.0,5353465.0,B07_03,train
10,Tree cover,1285,645,637215.0,5356145.0,B06_03,test
10,Tree cover,1453,1206,642825.0,5354465.0,B07_06,train
10,Tree cover,964,1168,642445.0,5359355.0,B04_05,train
10,Tree cover,741,1193,642695.0,5361585.0,B03_05,train
10,Tree cover,1780,1217,642935.0,5351195.0,B08_06,train
10,Tree cover,1698,217,632935.0,5352015.0,B08_01,train
10,Tree cover,723,1159,642355.0,5361765.0,B03_05,test
10,Tree cover,1716,273,633495.0,5351835.0,B08_01,train
10,Tree cover,1168,805,638815.0,5357315.0,B05_04,test
10,Tree cover,574,1019,640955.0,5363255.0,B02_05,test
10,Tree cover,1888,1118,641945.0,5350115.0,B09_05,train
10,Tree cover,1797,183,632595.0,5351025.0,B08_00,train
10,Tree cover,1004,1166,642425.0,5358955.0,B05_05,test
10,Tree cover,1566,373,634495.0,5353335.0,B07_01,train
10,Tree cover,1472,1258,643345.0,5354275.0,B07_06,train
10,Tree cover,1133,1171,642475.0,5357665.0,B05_05,train
10,Tree cover,1694,1372,644485.0,5352055.0,B08_06,test
10,Tree cover,1433,1355,644315.0,5354665.0,B07_06,train
10,Tree cover,751,957,640335.0,5361485.0,B03_04,train
10,Tree cover,1542,328,634045.0,5353575.0,B07_01,train
10,Tree cover,1335,1156,642325.0,5355645.0,B06_05,train
10,Tree cover,2058,1113,641895.0,5348415.0,B10_05,train
10,Tree cover,886,1042,641185.0,5360135.0,B04_05,train
10,Tree cover,1703,1214,642905.0,5351965.0,B08_06,test
10,Tree cover,1973,1281,643575.0,5349265.0,B09_06,train
10,Tree cover,1405,1140,642165.0,5354945.0,B07_05,train
10,Tree cover,1366,1253,643295.0,5355335.0,B06_06,train
10,Tree cover,1773,192,632685.0,5351265.0,B08_00,train
10,Tree cover,1532,1031,641075.0,5353675.0,B07_05,test
10,Tree cover,748,977,640535.0,5361515.0,B03_04,train
10,Tree cover,1796,13,630895.0,5351035.0,B08_00,train
10,Tree cover,1646,588,636645.0,5352535.0,B08_02,train
10,Tree cover,1403,433,635095.0,5354965.0,B07_02,train
10,Tree cover,1765,1331,644075.0,5351345.0,B08_06,test
10,Tree cover,1531,242,633185.0,5353685.0,B07_01,train
10,Tree cover,1284,1228,643045.0,5356155.0,B06_06,test
10,Tree cover,1586,618,636945.0,5353135.0,B07_03,train
10,Tree cover,1532,311,633875.0,5353675.0,B07_01,train
10,Tree cover,1729,1180,642565.0,5351705.0,B08_05,train
10,Tree cover,1156,1152,642285.0,5357435.0,B05_05,train
10,Tree cover,1324,1342,644185.0,5355755.0,B06_06,train
10,Tree cover,1267,1177,642535.0,5356325.0,B06_05,train
10,Tree cover,853,1015,640915.0,5360465.0,B04_05,train
10,Tree cover,2019,1248,643245.0,5348805.0,B10_06,train
10,Tree cover,1257,1163,642395.0,5356425.0,B06_05,train
10,Tree cover,1925,1157,642335.0,5349745.0,B09_05,test
10,Tree cover,2067,1249,643255.0,5348325.0,B10_06,test
10,Tree cover,1775,1261,643375.0,5351245.0,B08_06,train
10,Tree cover,1402,1143,642195.0,5354975.0,B07_05,train
10,Tree cover,1257,285,633615.0,5356425.0,B06_01,train
10,Tree cover,2102,1220,642965.0,5347975.0,B10_06,test
10,Tree cover,928,1412,644885.0,5359715.0,B04_07,train
10,Tree cover,1106,981,640575.0,5357935.0,B05_04,train
10,Tree cover,1190,676,637525.0,5357095.0,B05_03,train
10,Tree cover,1167,1351,644275.0,5357325.0,B05_06,train
10,Tree cover,1719,608,636845.0,5351805.0,B08_03,test
10,Tree cover,927,675,637515.0,5359725.0,B04_03,test
10,Tree cover,1326,1335,644115.0,5355735.0,B06_06,train
10,Tree cover,1906,1209,642855.0,5349935.0,B09_06,train
10,Tree cover,290,1101,641775.0,5366095.0,B01_05,test
10,Tree cover,1020,695,637715.0,5358795.0,B05_03,train
10,Tree cover,1641,1237,643135.0,5352585.0,B08_06,test
10,Tree cover,1515,211,632875.0,5353845.0,B07_01,test
10,Tree cover,1648,1357,644335.0,5352515.0,B08_06,train
10,Tree cover,1660,245,633215.0,5352395.0,B08_01,train
10,Tree cover,1283,386,634625.0,5356165.0,B06_01,test
10,Tree cover,1176,1207,642835.0,5357235.0,B05_06,test
10,Tree cover,1133,834,639105.0,5357665.0,B05_04,train
10,Tree cover,1140,870,639465.0,5357595.0,B05_04,train
10,Tree cover,896,693,637695.0,5360035.0,B04_03,train
10,Tree cover,1514,441,635175.0,5353855.0,B07_02,train
10,Tree cover,1438,266,633425.0,5354615.0,B07_01,test
10,Tree cover,1198,1237,643135.0,5357015.0,B05_06,train
10,Tree cover,1749,49,631255.0,5351505.0,B08_00,train
10,Tree cover,868,643,637195.0,5360315.0,B04_03,test
10,Tree cover,1382,200,632765.0,5355175.0,B06_01,test
10,Tree cover,1653,604,636805.0,5352465.0,B08_03,train
10,Tree cover,446,1019,640955.0,5364535.0,B02_05,train
10,Tree cover,1563,366,634425.0,5353365.0,B07_01,train
10,Tree cover,1590,215,632915.0,5353095.0,B07_01,train
10,Tree cover,1442,1206,642825.0,5354575.0,B07_06,test
10,Tree cover,1394,135,632115.0,5355055.0,B06_00,train
10,Tree cover,2042,1123,641995.0,5348575.0,B10_05,train
10,Tree cover,1838,512,635885.0,5350615.0,B09_02,test
10,Tree cover,1383,1140,642165.0,5355165.0,B06_05,train
10,Tree cover,1736,573,636495.0,5351635.0,B08_02,train
10,Tree cover,1962,1195,642715.0,5349375.0,B09_05,train
10,Tree cover,756,987,640635.0,5361435.0,B03_04,train
10,Tree cover,1785,1290,643665.0,5351145.0,B08_06,test
10,Tree cover,1195,1069,641455.0,5357045.0,B05_05,train
10,Tree cover,1418,146,632225.0,5354815.0,B07_00,test
10,Tree cover,1454,1093,641695.0,5354455.0,B07_05,train
10,Tree cover,617,916,639925.0,5362825.0,B03_04,train
10,Tree cover,1787,1190,642665.0,5351125.0,B08_05,train
10,Tree cover,578,897,639735.0,5363215.0,B02_04,train
10,Tree cover,1596,1322,643985.0,5353035.0,B07_06,train
10,Tree cover,1203,1162,642385.0,5356965.0,B06_05,train
10,Tree cover,1599,273,633495.0,5353005.0,B07_01,train
10,Tree cover,1285,701,637775.0,5356145.0,B06_03,test
10,Tree cover,1273,1342,644185.0,5356265.0,B06_06,train
10,Tree cover,2022,1258,643345.0,5348775.0,B10_06,train
10,Tree cover,1233,1093,641695.0,5356665.0,B06_05,train
10,Tree cover,1338,1250,643265.0,5355615.0,B06_06,test
10,Tree cover,1340,1075,641515.0,5355595.0,B06_05,train
10,Tree cover,756,682,637585.0,5361435.0,B03_03,train
10,Tree cover,1415,201,632775.0,5354845.0,B07_01,train
10,Tree cover,1831,1196,642725.0,5350685.0,B09_05,train
10,Tree cover,1551,262,633385.0,5353485.0,B07_01,train
10,Tree cover,632,1140,642165.0,5362675.0,B03_05,train
10,Tree cover,1278,733,638095.0,5356215.0,B06_03,train
10,Tree cover,599,1065,641415.0,5363005.0,B02_05,train
10,Tree cover,1803,101,631775.0,5350965.0,B09_00,train
10,Tree cover,1779,230,633065.0,5351205.0,B08_01,test
10,Tree cover,1069,1066,641425.0,5358305.0,B05_05,train
10,Tree cover,895,1302,643785.0,5360045.0,B04_06,train
10,Tree cover,1794,1256,643325.0,5351055.0,B08_06,train
10,Tree cover,1209,1190,642665.0,5356905.0,B06_05,train
